checkpoint,build_id,part_id,mark,label,blank_mm,operations,cut_label,material
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.rim.front,P-E00EE028,Rim Front,"[3048, 38, 140]","[{'finished_length_mm': 3048, 'kind': 'square_cut'}]",C01,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.rim.back,P-9218101D,Rim Back,"[3048, 38, 140]","[{'finished_length_mm': 3048, 'kind': 'square_cut'}]",C01,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.joist.start.full,P-DC810E50,Joist Start Full,"[38, 2362.4, 140]","[{'finished_length_mm': 2362.4, 'kind': 'square_cut'}]",C02,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.joist.at_406_4.full,P-30435674,Joist At_406_4 Full,"[38, 2362.4, 140]","[{'finished_length_mm': 2362.4, 'kind': 'square_cut'}]",C02,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.joist.at_812_8.full,P-46F27583,Joist At_812_8 Full,"[38, 2362.4, 140]","[{'finished_length_mm': 2362.4, 'kind': 'square_cut'}]",C02,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.joist.at_1219_2.full,P-F2F096DE,Joist At_1219_2 Full,"[38, 2362.4, 140]","[{'finished_length_mm': 2362.4, 'kind': 'square_cut'}]",C02,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.joist.at_1625_6.full,P-51DBA862,Joist At_1625_6 Full,"[38, 2362.4, 140]","[{'finished_length_mm': 2362.4, 'kind': 'square_cut'}]",C02,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.joist.at_2032.full,P-5C3F8124,Joist At_2032 Full,"[38, 2362.4, 140]","[{'finished_length_mm': 2362.4, 'kind': 'square_cut'}]",C02,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.joist.at_2438_4.full,P-83B49B4A,Joist At_2438_4 Full,"[38, 2362.4, 140]","[{'finished_length_mm': 2362.4, 'kind': 'square_cut'}]",C02,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.joist.at_2844_8.full,P-0DBA64CA,Joist At_2844_8 Full,"[38, 2362.4, 140]","[{'finished_length_mm': 2362.4, 'kind': 'square_cut'}]",C02,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.joist.end.full,P-DAB60ECE,Joist End Full,"[38, 2362.4, 140]","[{'finished_length_mm': 2362.4, 'kind': 'square_cut'}]",C02,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.deck.0.0,P-3819441F,Floor sheet 1.1,"[1216.1999999999998, 2438.3999999999996, 19.05]","[{'finished_size_mm': [1216.1999999999998, 2438.3999999999996, 19.05], 'kind': 'panel_cut'}]",C03,panel.floor
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.deck.1.0,P-AAD7AF0E,Floor sheet 2.1,"[1216.1999999999998, 2438.3999999999996, 19.05]","[{'finished_size_mm': [1216.1999999999998, 2438.3999999999996, 19.05], 'kind': 'panel_cut'}]",C03,panel.floor
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.floor.deck.2.0,P-8F1000E4,Floor sheet 3.1,"[609.6000000000004, 2438.3999999999996, 19.05]","[{'finished_size_mm': [609.6000000000004, 2438.3999999999996, 19.05], 'kind': 'panel_cut'}]",C04,panel.floor
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.plate.bottom.start,P-66EB0BFC,Plate Bottom Start,"[1066.8, 89, 38]","[{'finished_length_mm': 1066.8, 'kind': 'square_cut'}]",C05,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.plate.bottom.after_door,P-D2E55E55,Plate Bottom After Door,"[1066.8000000000002, 89, 38]","[{'finished_length_mm': 1066.8000000000002, 'kind': 'square_cut'}]",C05,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.plate.top.1,P-7A688D9B,Plate Top 1,"[3048, 89, 38]","[{'finished_length_mm': 3048, 'kind': 'square_cut'}]",C06,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.plate.top.2,P-46C6B860,Plate Top 2,"[3048, 89, 38]","[{'finished_length_mm': 3048, 'kind': 'square_cut'}]",C06,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.stud.start,P-CEC1981B,Stud Start,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.stud.at_406_4,P-983DC801,Stud At 406 4,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}, {'axis': 'Y', 'center_mm': [19, 500], 'diameter_mm': 12, 'kind': 'bore', 'through': True}]",C08,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.stud.at_812_8,P-79E9AD0F,Stud At 812 8,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.stud.at_2438_4,P-2D9C9F64,Stud At 2438 4,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.stud.at_2844_8,P-C6264555,Stud At 2844 8,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.stud.end,P-E0CF47CC,Stud End,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.door.king.left,P-4D9314B8,Door King Left,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.door.jack.left,P-4E6C9059,Door Jack Left,"[38, 89, 1994]","[{'finished_length_mm': 1994, 'kind': 'square_cut'}]",C09,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.door.king.right,P-47CB3EA8,Door King Right,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.door.jack.right,P-621CBACD,Door Jack Right,"[38, 89, 1994]","[{'finished_length_mm': 1994, 'kind': 'square_cut'}]",C09,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.door.header,P-9673E0D4,Door Header,"[990.4, 89, 140]","[{'finished_length_mm': 990.4, 'kind': 'square_cut'}]",C10,lumber.89x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.door.above.at_1219_2,P-E43A87F4,Door Above At 1219 2,"[38, 89, 190.4000000000001]","[{'finished_length_mm': 190.4000000000001, 'kind': 'square_cut'}]",C11,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.door.above.at_1625_6,P-03A0B0AE,Door Above At 1625 6,"[38, 89, 190.4000000000001]","[{'finished_length_mm': 190.4000000000001, 'kind': 'square_cut'}]",C11,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.panel.0.0,P-694421A3,Sheathing 1.1,"[1216.1999999999998, 12.7, 2438.3999999999996]","[{'finished_size_mm': [1216.1999999999998, 2438.3999999999996, 12.7], 'kind': 'panel_cut'}, {'kind': 'rectangular_opening', 'opening_id': 'door', 'origin_mm': [1066.8, 0.0], 'size_mm': [149.39999999999986, 2032.0]}]",C12,panel.plywood
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.panel.1.0,P-4D56B04E,Sheathing 2.1,"[1216.1999999999998, 12.7, 2438.3999999999996]","[{'finished_size_mm': [1216.1999999999998, 2438.3999999999996, 12.7], 'kind': 'panel_cut'}, {'kind': 'rectangular_opening', 'opening_id': 'door', 'origin_mm': [0, 0.0], 'size_mm': [762.0000000000001, 2032.0]}]",C13,panel.plywood
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.front.panel.2.0,P-0897AD0F,Sheathing 3.1,"[609.6000000000004, 12.7, 2438.3999999999996]","[{'finished_size_mm': [609.6000000000004, 2438.3999999999996, 12.7], 'kind': 'panel_cut'}]",C14,panel.plywood
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.plate.bottom.start,P-54EC0BB8,Plate Bottom Start,"[3048, 89, 38]","[{'finished_length_mm': 3048, 'kind': 'square_cut'}]",C06,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.plate.top.1,P-57D0D930,Plate Top 1,"[3048, 89, 38]","[{'finished_length_mm': 3048, 'kind': 'square_cut'}]",C06,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.plate.top.2,P-70DBF79B,Plate Top 2,"[3048, 89, 38]","[{'finished_length_mm': 3048, 'kind': 'square_cut'}]",C06,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.stud.start,P-92680717,Stud Start,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.stud.at_406_4,P-0511C4D5,Stud At 406 4,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.stud.at_812_8,P-02DDA41A,Stud At 812 8,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.stud.at_2032,P-52123D22,Stud At 2032,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.stud.at_2438_4,P-5F83FF8E,Stud At 2438 4,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.stud.at_2844_8,P-13E2EE05,Stud At 2844 8,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.stud.end,P-AC5F7826,Stud End,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.window.king.left,P-01F2062E,Window King Left,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.window.jack.left,P-0DE0F7EE,Window Jack Left,"[38, 89, 1762]","[{'finished_length_mm': 1762, 'kind': 'square_cut'}]",C15,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.window.king.right,P-E7B5292F,Window King Right,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.window.jack.right,P-24BA6663,Window Jack Right,"[38, 89, 1762]","[{'finished_length_mm': 1762, 'kind': 'square_cut'}]",C15,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.window.header,P-955D220A,Window Header,"[726, 89, 140]","[{'finished_length_mm': 726, 'kind': 'square_cut'}]",C16,lumber.89x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.window.sill,P-6C308C53,Window Sill,"[650, 89, 38]","[{'finished_length_mm': 650, 'kind': 'square_cut'}]",C17,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.window.above.at_1219_2,P-DBA5496A,Window Above At 1219 2,"[38, 89, 422.4000000000001]","[{'finished_length_mm': 422.4000000000001, 'kind': 'square_cut'}]",C18,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.window.below.at_1219_2,P-F1FFBC0F,Window Below At 1219 2,"[38, 89, 824]","[{'finished_length_mm': 824, 'kind': 'square_cut'}]",C19,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.window.above.at_1625_6,P-403F6C88,Window Above At 1625 6,"[38, 89, 422.4000000000001]","[{'finished_length_mm': 422.4000000000001, 'kind': 'square_cut'}]",C18,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.window.below.at_1625_6,P-61950437,Window Below At 1625 6,"[38, 89, 824]","[{'finished_length_mm': 824, 'kind': 'square_cut'}]",C19,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.panel.0.0,P-919B13FE,Sheathing 1.1,"[1216.1999999999998, 12.7, 2438.3999999999996]","[{'finished_size_mm': [1216.1999999999998, 2438.3999999999996, 12.7], 'kind': 'panel_cut'}, {'kind': 'rectangular_opening', 'opening_id': 'window', 'origin_mm': [1199.0, 900.0], 'size_mm': [17.199999999999818, 900.0]}]",C20,panel.plywood
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.panel.1.0,P-38851FCB,Sheathing 2.1,"[1216.1999999999998, 12.7, 2438.3999999999996]","[{'finished_size_mm': [1216.1999999999998, 2438.3999999999996, 12.7], 'kind': 'panel_cut'}, {'kind': 'rectangular_opening', 'opening_id': 'window', 'origin_mm': [0, 900.0], 'size_mm': [629.8000000000002, 900.0]}]",C21,panel.plywood
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.back.panel.2.0,P-548BC742,Sheathing 3.1,"[609.6000000000004, 12.7, 2438.3999999999996]","[{'finished_size_mm': [609.6000000000004, 2438.3999999999996, 12.7], 'kind': 'panel_cut'}]",C14,panel.plywood
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.left.plate.bottom.start,P-5AA6CBB3,Plate Bottom Start,"[2260.4, 89, 38]","[{'finished_length_mm': 2260.4, 'kind': 'square_cut'}]",C22,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.left.plate.top.1,P-BDD83F2E,Plate Top 1,"[2260.4, 89, 38]","[{'finished_length_mm': 2260.4, 'kind': 'square_cut'}]",C22,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.left.plate.top.2,P-C32D6A62,Plate Top 2,"[2260.4, 89, 38]","[{'finished_length_mm': 2260.4, 'kind': 'square_cut'}]",C22,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.left.stud.start,P-9DEC3CC3,Stud Start,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.left.stud.at_406_4,P-1D0AE10C,Stud At 406 4,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.left.stud.at_812_8,P-9CFD599F,Stud At 812 8,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.left.stud.at_1219_2,P-6D7D97C5,Stud At 1219 2,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.left.stud.at_1625_6,P-1D162F78,Stud At 1625 6,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.left.stud.at_2032,P-46F94211,Stud At 2032,"[38, 89, 2324.4]","[{'finished_length_mm': 2324.4, 'kind': 'square_cut'}]",C07,lumber.38x89
