checkpoint,build_id,part_id,mark,label,blank_mm,operations,cut_label,material
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.blocking.back.eave.at_2438_4,P-426F7905,Blocking Back Eave At_2438_4,"[368.4000000000001, 38, 140]","[{'high_height_mm': 108.0, 'kind': 'beveled_edge', 'low_height_mm': 89, 'slope': 0.5}, {'description': 'Cut the underside housing to clear the adjacent rafter tie.', 'kind': 'housing', 'origin_mm': [330.4000000000001, 0, 0], 'size_mm': [38, 38, 65.9752415750147]}]",C31,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.blocking.back.ridge.at_2438_4,P-9E0B4F30,Blocking Back Ridge At_2438_4,"[368.4000000000001, 38, 140]","[{'high_height_mm': 108.0, 'kind': 'beveled_edge', 'low_height_mm': 89, 'slope': 0.5}]",C30,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.blocking.front.eave.at_2844_8,P-68B4DAE4,Blocking Front Eave At_2844_8,"[146.20000000000027, 38, 140]","[{'high_height_mm': 108.0, 'kind': 'beveled_edge', 'low_height_mm': 89, 'slope': 0.5}, {'description': 'Cut the underside housing to clear the adjacent rafter tie.', 'kind': 'housing', 'origin_mm': [0, 0, 0], 'size_mm': [38, 38, 65.9752415750147]}]",C32,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.blocking.front.ridge.at_2844_8,P-ED8106BF,Blocking Front Ridge At_2844_8,"[146.20000000000027, 38, 140]","[{'high_height_mm': 108.0, 'kind': 'beveled_edge', 'low_height_mm': 89, 'slope': 0.5}]",C33,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.blocking.back.eave.at_2844_8,P-39554C90,Blocking Back Eave At_2844_8,"[146.20000000000027, 38, 140]","[{'high_height_mm': 108.0, 'kind': 'beveled_edge', 'low_height_mm': 89, 'slope': 0.5}, {'description': 'Cut the underside housing to clear the adjacent rafter tie.', 'kind': 'housing', 'origin_mm': [108.20000000000027, 0, 0], 'size_mm': [38, 38, 65.9752415750147]}]",C34,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.blocking.back.ridge.at_2844_8,P-585CC7B4,Blocking Back Ridge At_2844_8,"[146.20000000000027, 38, 140]","[{'high_height_mm': 108.0, 'kind': 'beveled_edge', 'low_height_mm': 89, 'slope': 0.5}]",C33,lumber.38x140
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.left.at_406_4,P-035FF66B,Gable Left At_406_4,"[89, 38, 168.2]","[{'high_length_mm': 168.2, 'kind': 'beveled_end', 'low_length_mm': 149.2}]",C35,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.left.at_812_8,P-8459C240,Gable Left At_812_8,"[89, 38, 371.4]","[{'high_length_mm': 371.4, 'kind': 'beveled_end', 'low_length_mm': 352.4}]",C36,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.left.at_1625_6,P-D9A607A2,Gable Left At_1625_6,"[89, 38, 371.4000000000001]","[{'high_length_mm': 352.4000000000001, 'kind': 'beveled_end', 'low_length_mm': 371.4000000000001}]",C37,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.left.at_2032,P-5C09ECE5,Gable Left At_2032,"[89, 38, 168.20000000000005]","[{'high_length_mm': 149.20000000000005, 'kind': 'beveled_end', 'low_length_mm': 168.20000000000005}]",C38,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.left.ridge,P-51DB9891,Gable Left Ridge,"[89, 38, 528.1247584249853]","[{'high_length_mm': 528.1247584249853, 'kind': 'beveled_end', 'low_length_mm': 528.1247584249853}]",C39,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.left.base.at_89,P-59819EA2,Gable Left Base At_89,"[89, 298.4, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [298.4, 0], [298.4, 38]]}]",C40,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.left.base.at_425_4,P-17CA9CC1,Gable Left Base At_425_4,"[89, 368.4, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [368.4, 0], [368.4, 38], [0, 38]]}]",C41,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.left.base.at_831_8,P-24D00909,Gable Left Base At_831_8,"[89, 368.4000000000001, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [368.4000000000001, 0], [368.4000000000001, 38], [0, 38]]}]",C41,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.left.base.at_1238_2,P-F2D953BD,Gable Left Base At_1238_2,"[89, 368.39999999999986, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [368.39999999999986, 0], [368.39999999999986, 38], [0, 38]]}]",C41,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.left.base.at_1644_6,P-F8CE1123,Gable Left Base At_1644_6,"[89, 368.4000000000001, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [368.4000000000001, 0], [368.4000000000001, 38], [0, 38]]}]",C41,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.left.base.at_2051,P-F5E9721F,Gable Left Base At_2051,"[89, 298.4000000000001, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [298.4000000000001, 0], [0, 38]]}]",C42,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.right.at_406_4,P-8A812FBE,Gable Right At_406_4,"[89, 38, 168.2]","[{'high_length_mm': 168.2, 'kind': 'beveled_end', 'low_length_mm': 149.2}]",C35,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.right.at_812_8,P-D9E5F627,Gable Right At_812_8,"[89, 38, 371.4]","[{'high_length_mm': 371.4, 'kind': 'beveled_end', 'low_length_mm': 352.4}]",C36,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.right.at_1625_6,P-81E3A5DB,Gable Right At_1625_6,"[89, 38, 371.4000000000001]","[{'high_length_mm': 352.4000000000001, 'kind': 'beveled_end', 'low_length_mm': 371.4000000000001}]",C37,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.right.at_2032,P-644F8EE8,Gable Right At_2032,"[89, 38, 168.20000000000005]","[{'high_length_mm': 149.20000000000005, 'kind': 'beveled_end', 'low_length_mm': 168.20000000000005}]",C38,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.right.ridge,P-F6B10B8F,Gable Right Ridge,"[89, 38, 528.1247584249853]","[{'high_length_mm': 528.1247584249853, 'kind': 'beveled_end', 'low_length_mm': 528.1247584249853}]",C39,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.right.base.at_89,P-73471750,Gable Right Base At_89,"[89, 298.4, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [298.4, 0], [298.4, 38]]}]",C40,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.right.base.at_425_4,P-5F8A105A,Gable Right Base At_425_4,"[89, 368.4, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [368.4, 0], [368.4, 38], [0, 38]]}]",C41,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.right.base.at_831_8,P-F2417BBD,Gable Right Base At_831_8,"[89, 368.4000000000001, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [368.4000000000001, 0], [368.4000000000001, 38], [0, 38]]}]",C41,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.right.base.at_1238_2,P-3013D448,Gable Right Base At_1238_2,"[89, 368.39999999999986, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [368.39999999999986, 0], [368.39999999999986, 38], [0, 38]]}]",C41,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.right.base.at_1644_6,P-6F09DCBF,Gable Right Base At_1644_6,"[89, 368.4000000000001, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [368.4000000000001, 0], [368.4000000000001, 38], [0, 38]]}]",C41,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.right.base.at_2051,P-272ABA40,Gable Right Base At_2051,"[89, 298.4000000000001, 38]","[{'description': 'Cut the base backing outline on the local Y-Z face.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [298.4000000000001, 0], [0, 38]]}]",C42,lumber.38x89
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.front.start,P-9B54489D,Front roof panel 1,"[404.9, 1341.8643932976238, 12.7]","[{'finished_size_mm': [404.9, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C43,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.front.at_406_4,P-FC53C9EF,Front roof panel 2,"[403.4, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.4, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.front.at_812_8,P-EE20DD44,Front roof panel 3,"[403.39999999999986, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.39999999999986, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.front.at_1219_2,P-9F6A7C7E,Front roof panel 4,"[403.4000000000001, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.4000000000001, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.front.at_1625_6,P-DAB8791E,Front roof panel 5,"[403.4000000000001, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.4000000000001, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.front.at_2032,P-6B25F187,Front roof panel 6,"[403.39999999999964, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.39999999999964, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.front.at_2438_4,P-A223FED5,Front roof panel 7,"[403.4000000000001, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.4000000000001, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.front.at_2844_8,P-4C88DDFA,Front roof panel 8,"[201.70000000000027, 1341.8643932976238, 12.7]","[{'finished_size_mm': [201.70000000000027, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C45,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.back.start,P-CC155080,Back roof panel 1,"[404.9, 1341.8643932976238, 12.7]","[{'finished_size_mm': [404.9, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C43,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.back.at_406_4,P-6F2DAE6D,Back roof panel 2,"[403.4, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.4, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.back.at_812_8,P-320C51D1,Back roof panel 3,"[403.39999999999986, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.39999999999986, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.back.at_1219_2,P-07FBC9E2,Back roof panel 4,"[403.4000000000001, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.4000000000001, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.back.at_1625_6,P-BF042A14,Back roof panel 5,"[403.4000000000001, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.4000000000001, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.back.at_2032,P-EF6B04D6,Back roof panel 6,"[403.39999999999964, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.39999999999964, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.back.at_2438_4,P-1F48B91A,Back roof panel 7,"[403.4000000000001, 1341.8643932976238, 12.7]","[{'finished_size_mm': [403.4000000000001, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C44,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.deck.back.at_2844_8,P-3738B9E3,Back roof panel 8,"[201.70000000000027, 1341.8643932976238, 12.7]","[{'finished_size_mm': [201.70000000000027, 1341.8643932976238, 12.7], 'kind': 'panel_cut'}]",C45,panel.roof
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.panel.left.0,P-1970EC4B,Left gable panel 1,"[12.7, 1216.2, 712.1247584249853]","[{'description': 'Transfer the gable outline from the elevation; cut the sloped top to fit the roof underside.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [1216.2, 0], [1216.2, 712.1247584249853], [1200.2, 712.1247584249853], [0, 112.0247584249853]]}]",C46,panel.plywood
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.panel.left.1,P-386B3E22,Left gable panel 2,"[12.7, 1219.2, 712.1247584249853]","[{'description': 'Transfer the gable outline from the elevation; cut the sloped top to fit the roof underside.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [1219.2, 0], [1219.2, 112.0247584249853], [19.0, 712.1247584249853], [0, 712.1247584249853]]}]",C47,panel.plywood
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.panel.right.0,P-69F3197D,Right gable panel 1,"[12.7, 1216.2, 712.1247584249853]","[{'description': 'Transfer the gable outline from the elevation; cut the sloped top to fit the roof underside.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [1216.2, 0], [1216.2, 712.1247584249853], [1200.2, 712.1247584249853], [0, 112.0247584249853]]}]",C46,panel.plywood
800faf7e5fd57e4705780339249e87a57d5d649c,build_515939c28fd64020810b3b75d4e168b5,shed.roof.gable.panel.right.1,P-9104AE33,Right gable panel 2,"[12.7, 1219.2, 712.1247584249853]","[{'description': 'Transfer the gable outline from the elevation; cut the sloped top to fit the roof underside.', 'kind': 'profile_cut', 'profile_mm': [[0, 0], [1219.2, 0], [1219.2, 112.0247584249853], [19.0, 712.1247584249853], [0, 712.1247584249853]]}]",C47,panel.plywood
